,loss,accuracy,val_loss,val_accuracy
0,1.5325652360916138,0.4283667504787445,2.801302194595337,0.16200000047683716
1,0.5479100346565247,0.8294394016265869,1.6214962005615234,0.5080000162124634
2,0.32830682396888733,0.905260443687439,0.3424999713897705,0.9020000100135803
3,0.2563104033470154,0.9277790188789368,0.304288387298584,0.9026666879653931
4,0.20913948118686676,0.9399383068084717,0.3649601340293884,0.8920000195503235
5,0.18499402701854706,0.9474322199821472,0.2884630560874939,0.92166668176651
6,0.16053274273872375,0.9544853568077087,0.22336922585964203,0.9323333501815796
7,0.1345725804567337,0.9609139561653137,0.2414901703596115,0.9290000200271606
8,0.12073827534914017,0.965175211429596,0.24136005342006683,0.9273333549499512
9,0.11697079986333847,0.9669017791748047,0.2514735162258148,0.9340000152587891
10,0.0953105166554451,0.9727059006690979,0.22198975086212158,0.9443333148956299
11,0.0893738865852356,0.9743956923484802,0.24770908057689667,0.9326666593551636
12,0.08936743438243866,0.9734038710594177,0.21693076193332672,0.9426666498184204
13,0.06644190102815628,0.9810447692871094,0.2292080670595169,0.9480000138282776
14,0.06259925663471222,0.982807993888855,0.2407671958208084,0.9430000185966492
15,0.0651429072022438,0.9815957546234131,0.30089643597602844,0.9263333082199097
16,0.057330794632434845,0.9833223223686218,0.26913192868232727,0.934333324432373
17,0.06130755692720413,0.9829182028770447,0.27810749411582947,0.9413333535194397
18,0.04393113777041435,0.9870325326919556,0.2569838762283325,0.9480000138282776
19,0.0549701526761055,0.9845712780952454,0.316030353307724,0.9353333115577698
20,0.04027756303548813,0.9880611300468445,0.26973044872283936,0.9443333148956299
21,0.05157127603888512,0.9857468008995056,0.33434709906578064,0.9369999766349792
22,0.04196503385901451,0.9885753989219666,0.2699488401412964,0.9459999799728394
23,0.040254414081573486,0.9886856079101562,0.27423715591430664,0.9476666450500488
24,0.0381258949637413,0.9883549809455872,0.2864638864994049,0.9466666579246521
25,0.03681867942214012,0.9899346232414246,0.259530246257782,0.9436666369438171
26,0.01920013315975666,0.9942693114280701,0.3202787935733795,0.9473333358764648
27,0.03770378232002258,0.9895305037498474,0.2873636782169342,0.9473333358764648
28,0.034762684255838394,0.9903754591941833,0.2606179416179657,0.949999988079071
29,0.03990192338824272,0.9893101453781128,0.31093987822532654,0.9416666626930237
30,0.02488424815237522,0.9933142066001892,0.37503722310066223,0.9399999976158142
31,0.02625878155231476,0.9930203557014465,0.31752362847328186,0.9459999799728394
32,0.028307640925049782,0.9930203557014465,0.2983153760433197,0.9466666579246521
33,0.019405653700232506,0.9947469234466553,0.32372453808784485,0.9456666707992554
34,0.036398109048604965,0.9911835789680481,0.2619778513908386,0.9466666579246521
35,0.0308204535394907,0.9920652508735657,0.2539117932319641,0.9466666579246521
36,0.026357796043157578,0.9930203557014465,0.3148358464241028,0.9369999766349792
37,0.017862768843770027,0.9952244758605957,0.37441784143447876,0.9440000057220459
38,0.016080081462860107,0.9960325956344604,0.5058562755584717,0.9396666884422302
39,0.02878606505692005,0.992138683795929,0.3092549443244934,0.9459999799728394
40,0.03456021100282669,0.9911101460456848,0.2868497371673584,0.9480000138282776
41,0.015226543880999088,0.9955918192863464,0.33291134238243103,0.9490000009536743
42,0.023384079337120056,0.9940489530563354,0.3209351897239685,0.9419999718666077
