,loss,accuracy,val_loss,val_accuracy
0,1.579081416130066,0.40838292241096497,2.056286334991455,0.2709999978542328
1,0.5217101573944092,0.8398354053497314,1.2065821886062622,0.6236666440963745
2,0.3202536702156067,0.9094849824905396,0.4520469009876251,0.8730000257492065
3,0.2549325227737427,0.9269708395004272,0.2293904572725296,0.9330000281333923
4,0.2088153213262558,0.9416648149490356,0.21826845407485962,0.9363333582878113
5,0.1793636530637741,0.9490118026733398,0.2557975649833679,0.9316666722297668
6,0.15327347815036774,0.9563220739364624,0.28271546959877014,0.9263333082199097
7,0.14280684292316437,0.9598853588104248,0.2212999314069748,0.9366666674613953
8,0.12352576851844788,0.9648445844650269,0.23299120366573334,0.937666654586792
9,0.11197472363710403,0.9676731824874878,0.18585824966430664,0.9476666450500488
10,0.08635315299034119,0.9752405881881714,0.26425430178642273,0.9403333067893982
11,0.09162039309740067,0.9736610054969788,0.21096327900886536,0.9486666917800903
12,0.08102773129940033,0.9760487675666809,0.2033243030309677,0.9536666870117188
13,0.0745278000831604,0.9788773655891418,0.24082201719284058,0.9416666626930237
14,0.06974310427904129,0.9799426794052124,0.1963241994380951,0.9549999833106995
15,0.06506304442882538,0.9816325306892395,0.1912091076374054,0.9526666402816772
16,0.053610365837812424,0.9853427410125732,0.2674892842769623,0.9409999847412109
17,0.06270986050367355,0.9824406504631042,0.2541612684726715,0.9453333616256714
18,0.05319871008396149,0.9846447706222534,0.24376557767391205,0.9419999718666077
19,0.04663049429655075,0.9877305030822754,0.3001275360584259,0.9403333067893982
20,0.043574120849370956,0.9876570701599121,0.25576722621917725,0.9476666450500488
21,0.04655535891652107,0.9878039956092834,0.30062243342399597,0.9366666674613953
22,0.05240470916032791,0.9868856072425842,0.23103003203868866,0.9513333439826965
23,0.03631497919559479,0.9894937872886658,0.5388852953910828,0.8963333368301392
24,0.040388934314250946,0.9891631603240967,0.2570362687110901,0.953000009059906
25,0.027309689670801163,0.9929468631744385,0.27918532490730286,0.940666675567627
26,0.03484450280666351,0.990595817565918,0.30469149351119995,0.949999988079071
27,0.03231692686676979,0.9919183254241943,0.27089375257492065,0.9509999752044678
28,0.033916570246219635,0.9910733699798584,0.3467274308204651,0.9399999976158142
29,0.026105908676981926,0.9930938482284546,0.33251771330833435,0.9463333487510681
30,0.036494866013526917,0.9905223846435547,0.30472734570503235,0.940666675567627
31,0.02564142644405365,0.9929101467132568,0.3260212540626526,0.9443333148956299
32,0.032260019332170486,0.992138683795929,0.29792502522468567,0.9473333358764648
33,0.02777228318154812,0.9926530122756958,0.29785481095314026,0.9423333406448364
34,0.0318819023668766,0.9925795197486877,0.31185653805732727,0.9463333487510681
35,0.027887728065252304,0.993571400642395,0.2858189046382904,0.9549999833106995
36,0.02544146031141281,0.9932407736778259,0.2807937562465668,0.9503333568572998
37,0.029507754370570183,0.9925428032875061,0.2981463074684143,0.9470000267028809
38,0.025942659005522728,0.9930203557014465,0.27344900369644165,0.9486666917800903
39,0.020852182060480118,0.9949305653572083,0.3103589415550232,0.9476666450500488
