,loss,accuracy,val_loss,val_accuracy
0,1.4607961177825928,0.46682828664779663,2.6206939220428467,0.1303333342075348
1,0.4783286452293396,0.8576518893241882,0.7688398361206055,0.7416666746139526
2,0.31726357340812683,0.9112849831581116,0.2788833677768707,0.9123333096504211
3,0.2400027960538864,0.9318933486938477,0.1972288340330124,0.9399999976158142
4,0.20192386209964752,0.9430974721908569,0.1914253532886505,0.9403333067893982
5,0.1712251901626587,0.9505914449691772,0.23927536606788635,0.9336666464805603
6,0.1552196592092514,0.9563955664634705,0.2144709676504135,0.9443333148956299
7,0.12949113547801971,0.9617588520050049,0.23157022893428802,0.9290000200271606
8,0.12251775711774826,0.9662773013114929,0.21457238495349884,0.9419999718666077
9,0.11071495711803436,0.9706487655639648,0.1671990007162094,0.9516666531562805
10,0.10131639242172241,0.9710161089897156,0.20247064530849457,0.9473333358764648
11,0.08296471834182739,0.9770406484603882,0.24116890132427216,0.9449999928474426
12,0.08720966428518295,0.9752038717269897,0.2607065737247467,0.9409999847412109
13,0.08112997561693192,0.9779589772224426,0.205732062458992,0.9466666579246521
14,0.07255472242832184,0.9793182015419006,0.2139531821012497,0.9496666789054871
15,0.058837272226810455,0.9831386208534241,0.28660619258880615,0.9303333163261414
16,0.06368397176265717,0.9820365905761719,0.2528490722179413,0.9396666884422302
17,0.061722904443740845,0.9827712774276733,0.22751885652542114,0.9509999752044678
18,0.04628491774201393,0.9871060252189636,0.2127685546875,0.9506666660308838
19,0.053522661328315735,0.9850856065750122,0.23093602061271667,0.9570000171661377
20,0.04503064975142479,0.9885386824607849,0.19063909351825714,0.9549999833106995
21,0.045552413910627365,0.9882448315620422,0.28817132115364075,0.9456666707992554
22,0.041029803454875946,0.988869309425354,0.31987059116363525,0.9433333277702332
23,0.03817988559603691,0.9900815486907959,0.31223544478416443,0.949999988079071
24,0.03911953419446945,0.9904856085777283,0.2711808681488037,0.9419999718666077
25,0.046921730041503906,0.9882080554962158,0.26483669877052307,0.9449999928474426
26,0.03699075058102608,0.9905591011047363,0.25487929582595825,0.9426666498184204
27,0.035466618835926056,0.9907795190811157,0.2710999548435211,0.9446666836738586
28,0.031524188816547394,0.9915142059326172,0.2400316596031189,0.9523333311080933
29,0.021705521270632744,0.9945265054702759,0.35290953516960144,0.9393333196640015
30,0.026833215728402138,0.9927632212638855,0.3229962885379791,0.9436666369438171
31,0.0244283489882946,0.9931305646896362,0.29036664962768555,0.95333331823349
32,0.03251011297106743,0.9917713403701782,0.2191459983587265,0.9566666483879089
33,0.025612447410821915,0.9932774901390076,0.2811390459537506,0.9456666707992554
34,0.03095797449350357,0.9915876984596252,0.25412610173225403,0.95333331823349
35,0.02840622328221798,0.9919183254241943,0.37503162026405334,0.9346666932106018
36,0.024316463619470596,0.9936081171035767,0.24649310111999512,0.9589999914169312
37,0.02347426675260067,0.993828535079956,0.2627231776714325,0.949999988079071
38,0.03164440765976906,0.9925060868263245,0.27069300413131714,0.95333331823349
39,0.01994311809539795,0.9948938488960266,0.32919764518737793,0.9433333277702332
