,loss,accuracy,val_loss,val_accuracy
0,1.6567790508270264,0.3841172158718109,1.9592171907424927,0.3074122965335846
1,0.6147141456604004,0.8032143712043762,1.352891445159912,0.5223361849784851
2,0.3727628290653229,0.8899551033973694,0.4967876672744751,0.8376902937889099
3,0.2873867452144623,0.9188843965530396,0.3245667517185211,0.9005625247955322
4,0.22671307623386383,0.9340581297874451,0.27903589606285095,0.9144605994224548
5,0.19126743078231812,0.9465847611427307,0.23494499921798706,0.9290205240249634
6,0.15872320532798767,0.9552351832389832,0.4127681851387024,0.900231659412384
7,0.14322565495967865,0.9587804079055786,0.22325696051120758,0.9363004565238953
8,0.12246102839708328,0.9647837281227112,0.30426329374313354,0.9164460897445679
9,0.11544374376535416,0.9664854407310486,0.23828020691871643,0.9396095275878906
10,0.10323736816644669,0.9723942279815674,0.25635653734207153,0.9379550218582153
11,0.09184142202138901,0.9744268655776978,0.25567471981048584,0.93464595079422
12,0.09154192358255386,0.9755140542984009,0.25944438576698303,0.9404367804527283
13,0.07414700090885162,0.9805247187614441,0.2525666356086731,0.9406022429466248
14,0.06884948909282684,0.9805247187614441,0.28622332215309143,0.9308404922485352
15,0.06673649698495865,0.9815646409988403,0.2696537971496582,0.93845134973526
16,0.06231436878442764,0.9830300211906433,0.2438427358865738,0.9430840611457825
17,0.052851758897304535,0.9857243895530701,0.29649701714515686,0.9374586343765259
18,0.04911969229578972,0.9867643713951111,0.2935746908187866,0.9376240968704224
19,0.06626082956790924,0.9821791648864746,0.29332786798477173,0.9363004565238953
20,0.06103348731994629,0.983171820640564,0.28030091524124146,0.942587673664093
21,0.04890131950378418,0.9878042936325073,0.29964253306388855,0.9450694918632507
22,0.05311864614486694,0.9862916469573975,0.2867714762687683,0.9397749900817871
23,0.03625304624438286,0.9910186529159546,0.3588497042655945,0.9361349940299988
24,0.031718626618385315,0.9916331768035889,0.36621877551078796,0.9334877729415894
25,0.04717647284269333,0.987946093082428,0.29137933254241943,0.9407677054405212
26,0.04181399568915367,0.988277018070221,0.3046395778656006,0.9422568082809448
27,0.03411717340350151,0.9905932545661926,0.39287400245666504,0.9341495633125305
28,0.04361794516444206,0.9888915419578552,0.3049851953983307,0.9389477372169495
29,0.029254214838147163,0.9919641017913818,0.34511956572532654,0.9419258832931519
30,0.029986588284373283,0.9921059012413025,0.32981276512145996,0.9430840611457825
31,0.02812623791396618,0.9925312995910645,0.3566298186779022,0.9435803890228271
32,0.03064568340778351,0.9911604523658752,0.32697632908821106,0.9402713179588318
33,0.03238359093666077,0.9912077784538269,0.3617611527442932,0.9338186383247375
34,0.03777126967906952,0.9907350540161133,0.3140287399291992,0.9424222111701965
35,0.028569208458065987,0.9926730990409851,0.36329185962677,0.9401059150695801
36,0.02704579569399357,0.9929094910621643,0.3523515462875366,0.942587673664093
37,0.02183573879301548,0.9939966797828674,0.35827282071113586,0.9419258832931519
